text,intent,source
याद रखें कि मुझे आज रात ग्यारह बजे तक अपना गणित का काम सौंपना है,schedule_meeting,massive
मुझे काम करने के लिए समय पर याद दिलाएं,schedule_meeting,massive
new reminder तीन पी.एम. पर सेट करें,schedule_meeting,massive
सुबह ग्यारह बजे कार्यालय में एक बैठक जोड़ें,schedule_meeting,massive
क्या 10 से 11 के बीच बैठक कक्ष बुक करना संभव है?,schedule_meeting,clinc150
क्या आज मेरी कोई बैठक होने वाली है,schedule_meeting,clinc150
"क्या आप कार्यालय में जेम्स के साथ एक बैठक निर्धारित कर सकते हैं, कृपया",schedule_meeting,clinc150
सोमवार दोपहर को दो बजे साहिर के साथ मीटिंग है मुझे याद दिलाना,schedule_meeting,massive
olly मुझे एक सप्ताह पहले याद दिलाना कि मेरी मम्मी का जन्मदिन है,schedule_meeting,massive
पंचांग इवेंट,schedule_meeting,massive
कल शाम साढ़े पाँच बजे के लिए मुझे बिल के साथ एक बैठक दिलाएँ,schedule_meeting,clinc150
कृपया मासिक किराया भुगतान के लिए रिमाइंडर सेट करो,schedule_meeting,massive
कैलेंडर में कार्यक्रम जोड़ें,schedule_meeting,hwu64
मुझे याद दिलाएं कि पंद्रह मिनट में ओवन चेक कर लें,schedule_meeting,massive
olly मुझे उस नियुक्ति को कैलेंडर पर पोस्ट करने की आवश्यकता है,schedule_meeting,massive
मुझे बाद में याद दिलाना,schedule_meeting,massive
मुझे बताएँ कि 2 मार्च के लिए मेरे कैलेंडर में क्या है,schedule_meeting,clinc150
इस घटना से पहले अधिसूचना सेट करें,schedule_meeting,massive
क्या आप मेरे कैलेंडर में डॉक्टर से मिलने की तारीख को 1 अप्रैल से 3 अप्रैल तक बदल सकते हैं?,schedule_meeting,clinc150
क्या कैलेंडर पर पहले से ही ईस्टर लिखा हुआ है,schedule_meeting,clinc150
जॉन के साथ मेरी मुलाकात कब है,schedule_meeting,clinc150
कैलेंडर में जो अपॉइंटमेंट है मुझे वो चाहिए,schedule_meeting,massive
आज के लिए मेरे कैलेंडर में जोड़ें ईशान ठाकुर एक पी.एम. पर,schedule_meeting,massive
मेरे बेटे के साथ कैलेंडर इवेंट बनाएं,schedule_meeting,massive
क्या आप केवल इन लोगों के साथ एक नया आयोजन बना सकते हैं,schedule_meeting,massive
आर. सी. सी. जी. मार्च के सभी कार्यक्रमों को मेरे कैलेंडर में जोड़ा जाना है।,schedule_meeting,hwu64
सी. ई. ओ. के साथ कल की बैठक निर्धारित करें,schedule_meeting,hwu64
साशा की शादी नामक 12 जून के कार्यक्रम को मेरे कैलेंडर से हटा दें,schedule_meeting,clinc150
मेरा कल छह बजे फिरोजशाह कोटला में अभ्यास हैं,schedule_meeting,massive
alexa मुझे आज के लिए मेरी टू डू लिस्ट दे दो,schedule_meeting,massive
"केवल आज के लिए, जेक के साथ कितनी बैठकें हैं",schedule_meeting,clinc150
क्या आप मेरे कैलेंडर में घटना की सूचना दे सकते हैं,schedule_meeting,massive
कृपया बुधवार को सुबह आठ सौ बजे एम. एस. बोलैंड के साथ बैठक को मेरे कैलेंडर में जोड़ें,schedule_meeting,hwu64
कृपया मुझे सूचना दें जब मुझे सम्मेलन के लिए जाने की आवश्यकता हो,schedule_meeting,massive
राहुल रविवार को ग्यारह बजे मिलना चाहता है क्या आप मुझे हर हफ्ते शनिवार की रात याद दिला सकते हैं,schedule_meeting,massive
कृपया 2 मई के लिए अंतिम परीक्षाओं को मेरे कैलेंडर में जोड़ें,schedule_meeting,clinc150
क्या मेरे पास मंगलवार की सुबह डॉक्टर की नियुक्ति के लिए कोई उपलब्ध समय है,schedule_meeting,massive
हर बुधवार को तीन बजे जिमनास्टिक के लिए रिमाइंडर सेट करें,schedule_meeting,massive
अगले सप्ताह सोमवार को बैठक,schedule_meeting,massive
कृपया मेरी आज शाम पांच बजे की बैठक का अनुस्मारक लगाएं,schedule_meeting,massive
कल ग्यारह ऐ. एम. पर मुझे अपनी तीन पी. एम. की बैठक याद दिलाना,schedule_meeting,massive
क्या आप कार्यालय में जेम्स के साथ एक बैठक निर्धारित कर सकते हैं,schedule_meeting,clinc150
क्या मेरा कैलेंडर अगले रविवार को मुफ़्त है,schedule_meeting,clinc150
कृपया मुझे याद दिला दें,schedule_meeting,massive
एक अनुस्मारक सेट करें,schedule_meeting,massive
मुझे मई के तेईसवें दिन दंत चिकित्सक के साथ बैठक के बारे में याद दिलाएं,schedule_meeting,massive
क्या दोपहर और 1 बजे के बीच कोई खुला बैठक कक्ष है,schedule_meeting,clinc150
भोपाल के शतरंज मैच के बारे में दूसरे जनवरी को सेट करें,schedule_meeting,massive
मैं प्रतिस्पर्धा को दोहराना चाहता हूँ,schedule_meeting,massive
मुझे मेरे सभी facebook मित्रों के जन्मदिन के बारे में सूचित करें,schedule_meeting,massive
मेरे कैलेंडर में कौन सी बैठकें हैं,schedule_meeting,clinc150
मेरी कल पांच पी.एम. पर बैठक है विकास दल के साथ मुझे एक घंटा पहले याद दिलाना न भूलें,schedule_meeting,massive
मेरे कैलेंडर में दोपहर बारह बजे से दोपहर एक बजे तक पंद्रहवीं मार्च के लिए दोपहर के भोजन की तारीख जोड़ें,schedule_meeting,massive
क्या आज मार्क के साथ मेरी कोई बैठक है,schedule_meeting,clinc150
तेरह जून चुनाव परिणाम का दिन है कृपया इसे निर्धारित करें,schedule_meeting,hwu64
कृपया मेरे कैलेंडर को चिकित्सा के लिए हर मंगलवार को सुबह ग्यारह बजे चिह्नित करें,schedule_meeting,massive
"क्या आप कार्यालय में जेसिका के साथ एक बैठक निर्धारित कर सकते हैं, कृपया",schedule_meeting,clinc150
क्या मेरे कैलेंडर में 30वें जन्मदिन की पार्टी है,schedule_meeting,clinc150
क्या तुम तेईस मार्च को मेरे भाई के नई दिल्ली के जन्मदिन रात्रिभोज को जोड़ सकते हो,schedule_meeting,massive
सतर्क,schedule_meeting,massive
मैं चाहता हूँ कि आप 1 मार्च को सुबह 10:00 पर मेरे कैलेंडर में कर्मचारियों की बैठक जोड़ें,schedule_meeting,clinc150
इस सप्ताह में महत्वपूर्ण घटना को नोट करें,schedule_meeting,massive
अगले गुरुवार को मुझे बैंक को कॉल करने के लिए याद दिलाना होगा,schedule_meeting,massive
मुझे बताएँ कि मैं एक बैठक कैसे निर्धारित कर सकता हूँ,schedule_meeting,clinc150
कृपया मुझे तेरह जुलाई को मेरे डॉक्टर से मुलाकात की याद दिलाएं,schedule_meeting,massive
क्या आप कैरी और लिसा के साथ एक बैठक निर्धारित कर सकते हैं,schedule_meeting,clinc150
मुझे याद दिलाएं कि मुझे अगले मंगलवार रात दस बजे हमारी गणित परियोजना के बारे में रोहन को देखने जाना है,schedule_meeting,massive
सोमवार को दोहराई जाने वाली घटना बैठक,schedule_meeting,massive
क्या आप मुझे बता सकते हैं कि यह दो सौ कब होगा,schedule_meeting,massive
चार अप्रैल के लिए पिताजी के सेवानिवृत्ति रात्रिभोज को चिह्नित करें,schedule_meeting,massive
मुझे कल सभी बैठकों के बारे में सूचित करें,schedule_meeting,massive
शुक्रवार को तीन पी। एम। पर नियमित द्वि-साप्ताहिक बैठक निर्धारित करें,schedule_meeting,massive
मुझे दस मिनट में लाइट बंद करने की याद दिलाएं,schedule_meeting,massive
j.,schedule_meeting,massive
मुझे पांच पी.एम. पर याद दिलाएं कि मेरी एक बैठक है,schedule_meeting,massive
इस घटना को मेरे कैलेंडर में जोड़ें,schedule_meeting,massive
क्या आप पहली अप्रैल को मेरठ में मेरे बाल कटवाने का समय निर्धारित कर सकते हैं,schedule_meeting,massive
इस सप्ताह हर दिन सुबह आठ बजे के लिए मेरे कैलेंडर पर काम करें,schedule_meeting,hwu64
"क्या आप कार्यालय में स्टीव के साथ एक बैठक निर्धारित कर सकते हैं, कृपया",schedule_meeting,clinc150
क्या आप मेरे कैलेंडर को चिह्न के साथ सिंक कर सकते हैं,schedule_meeting,hwu64
मेरी अगली कार्य बैठक से एक घंटे पहले मुझे याद दिलाएं,schedule_meeting,massive
1 मार्च के लिए मेरे कैलेंडर में दंत चिकित्सक की नियुक्ति जोड़ें,schedule_meeting,clinc150
मैं चाहता हूं कि आप मुझे मेरी प्रेमिका के साथ अगली मुलाकात याद दिलाएं जोकि अगले रविवार रात आठ बजे होगी,schedule_meeting,massive
मुझे एक दिन पहले ही मेरी सालगिरह के बारे में याद दिला दें,schedule_meeting,hwu64
काम दिखाओ,schedule_meeting,massive
राम के साथ बैठक अगले सप्ताह मंगलवार,schedule_meeting,massive
2 और 3 के बीच कितने कमरे उपलब्ध हैं,schedule_meeting,clinc150
शाम सात बजे मीटिंग सेट करें,schedule_meeting,massive
बैठक पुनर्निर्धारित,schedule_meeting,massive
मेरे रिमाइंडर में माँ को कॉल करना याद रखना जोड़ें,schedule_meeting,massive
ok google मुझे सी.एफ.ओ. के साथ गुरूवार को बैठक की जरूरत है,schedule_meeting,massive
पंद्रहवां मार्च को बैठक के रूप में अनुस्मारक सेट करें,schedule_meeting,massive
राहुल के साथ कल की बैठक के लिए अनुस्मारक सेट करें,schedule_meeting,massive
अप्रैल को पहले सुबह दस बजे राम के साथ मीटिंग शेड्यूल करें,schedule_meeting,massive
ईवेंट में जोड़ें,schedule_meeting,massive
मुझे याद दिलाएं कि कल होने वाले एक ओला कार्यक्रम के लिए मेरी सुरेश के साथ एक बैठक है,schedule_meeting,massive
मुझे हर मंगलवार को ड्राई क्लीनर्स के पास जाने की याद दिलाएं,schedule_meeting,massive
इन लोगों के साथ date और time पे ईवेंट जोड़ें,schedule_meeting,massive
मुझे दो बजे याद दिलाएं। एम। तीन पी. एम. के लिए मंगलवार बॉस के साथ बैठक,schedule_meeting,massive
गुरुवार को तीन बजे एक शिक्षक बैठक है जिसकी मुझे याद दिलाने की आवश्यकता है,schedule_meeting,massive
क्या आज मेरी बैठकें निर्धारित हैं,schedule_meeting,clinc150
कल के खाने की तारीख को कैलेंडर में जोड़ें,schedule_meeting,massive
मार्च के सभी मुंबई आयोजन को मेरे कैलेंडर में जोड़ें,schedule_meeting,massive
क्या मैं आज हीदर से मिलने वाला हूँ,schedule_meeting,clinc150
मेरे कैलेंडर में एक आवर्ती घटना रखें,schedule_meeting,massive
क्या मेरे कैलेंडर पर मेरी बेटी का जन्मदिन है,schedule_meeting,clinc150
मुझे बताओ कि मेरी चिकित्सक के साथ अगली मुलाकात कब है,schedule_meeting,massive
मैं शुक्रवार के लिए कैलेंडर में डॉक्टर की यात्रा जोड़ना चाहता हूँ,schedule_meeting,clinc150
आगे बढ़ें और सोमवार के लिए निर्धारित डॉक्टर की नियुक्ति को हटा दें,schedule_meeting,clinc150
मुझे 7 मार्च के लिए अपने कार्यक्रम में सालगिरह का रात्रिभोज जोड़ना है,schedule_meeting,clinc150
कार डीलरशिप पर मेरी दोपहर दो बजे की मुलाकात से एक घंटे पहले मुझे सूचित करें,schedule_meeting,hwu64
कृपया मेरे कैलेंडर पर'नादिन बेबी शॉवर'नामक एक कार्यक्रम निर्धारित करें,schedule_meeting,clinc150
क्या आज 6 और 7 के बीच मेरी कोई बैठक है,schedule_meeting,clinc150
अगले सप्ताह सभी जन्मदिनों को सूचित करें,schedule_meeting,massive
सारा और जैमी के साथ रात का खाना निर्धारित करें,schedule_meeting,hwu64
कृपया मेरे साथ मेरी बैठक के कार्यक्रम पर जाएँ,schedule_meeting,clinc150
कृपया मेरी पहली मार्च की बैठक को मेरे कैलेंडर से हटा दें,schedule_meeting,clinc150
मेरे कैलेंडर में तीसरे मार्च को अजय का जन्मदिन जोड़ें,schedule_meeting,massive
मुझे कल दोपहर के भोजन के लिए जो से मिलने के लिए याद दिलाएँ,schedule_meeting,hwu64
मंगलवार को सुबह दस बजे होने वाले क्लाइंट के साथ मेरी बैठक से दो घंटे पहले मुझे सचेत करें,schedule_meeting,massive
मुझे अगले सप्ताह मिलने के बारे में याद दिलाएं,schedule_meeting,massive
मुझे कल शाम सात बजकर बीस मिनट पर पेटको से और कुत्ते का खाना लेने की याद दिलाएं।,schedule_meeting,massive
क्या आप बुधवार के लिए एक बजे रिमाइंडर सेट कर सकते हैं मेरी मुलाकात के लिए,schedule_meeting,massive
शीला के साथ कल की मुलाकात को मत भूलना,schedule_meeting,hwu64
कृपया नौ बजे सोने के लिए याद दिलाएँ,schedule_meeting,hwu64
टॉमरो से मेरे गोल्फ टूर्नामेंट इवेंट को हटा दें,schedule_meeting,clinc150
जब मैं पहुंचूं तो मुझे याद दिलाएं,schedule_meeting,massive
हर साल जन्मदिन जोड़ें,schedule_meeting,massive
मुझे शुक्रवार के लिए अपने कैलेंडर में फार्म ट्रिप जोड़ना चाहिए,schedule_meeting,clinc150
क्या तुम मेरे कैलेंडर में डालोगे कि कल शाम चार बजे मेरी मीटिंग है राम और उसकी पत्नी के साथ,schedule_meeting,massive
2 मार्च के लिए मैंने क्या निर्धारित किया है,schedule_meeting,clinc150
पच्चीस मार्च को एक कैलेंडर नोट प्रदर्शनी दो हजार सत्रह सामूहिक बनाएं,schedule_meeting,massive
आज के कार्यक्रम में कोई भी बैठक,schedule_meeting,clinc150
hey श्री महेंद्र के साथ बैठक शेड्यूल करो इस शुक्रवार दोपहर के लिए,schedule_meeting,massive
चार पी.एम. पर साक्षी को कॉल करना याद रखने में मेरी मदद करें,schedule_meeting,massive
बैठक के लिए अनुस्मारक सेट करें,schedule_meeting,massive
मुझे बताएँ कि 3 मई के लिए मेरे कैलेंडर में क्या है,schedule_meeting,clinc150
पहली अक्टूबर को दोपहर दो बजे ऐनी के साथ दोपहर का भोजन,schedule_meeting,massive
कल मेरी तीन बजे की बैठक से तीस मिनट पहले मुझे सचेत करें,schedule_meeting,massive
मेरे कैलेंडर में एक नया आयोजन दुर्गा पूजा जोड़ो,schedule_meeting,massive
मुझे बताएँ कि मेरी अगली डॉक्टर नियुक्ति कब है,schedule_meeting,hwu64
सोमवार को उप राष्ट्रपति के साथ की बैठक को आयोजित करो,schedule_meeting,massive
पंचांग में आयोजन जोड़ें,schedule_meeting,massive
बुधवार सुबह आठ बजे की मीटिंग श्री राहुल के साथ मेरे कैलंडर में डालो,schedule_meeting,massive
कल सुबह दस बजे गूगल ऑफिस में मेरी मीटिंग जोड़ें,schedule_meeting,massive
सभी आरसीसीजी मार्च कार्यक्रम मेरे कैलेंडर में जोड़े जाने हैं,schedule_meeting,massive
कृपया calendar में ipl जोड़ें,schedule_meeting,massive
क्या आप श्री राजेंद्र को बैठक का निमंत्रण भेज सकते हैं अगले सोमवार को छह पी. एम. पर,schedule_meeting,massive
सत्ताइस मार्च को रमेश के साथ मूवी देखने के लिए जाओ रिमाइंडर सेट करें,schedule_meeting,massive
कृपया मेरे सभी डॉक्टरों की नियुक्तियों को शेड्यूल करें,schedule_meeting,massive
इन लोगों के साथ आयोजन जोड़ो,schedule_meeting,massive
क्या आप मेरे कैलेंडर में घटना को सूचित कर सकते हैं,schedule_meeting,hwu64
मुझे दिखाएँ कि मैं एक बैठक कैसे निर्धारित करूं,schedule_meeting,clinc150
क्या आकर्ष के साथ इस आयोजन को ऐड कर सकते हो,schedule_meeting,massive
कृपया सत्रह मार्च के इकतीस मार्च को राजू विवाह की याद दिलाएं,schedule_meeting,massive
आज मेरी कौन सी निर्धारित बैठकें हैं,schedule_meeting,clinc150
कृपया कल सुबह 9 बजे जॉन लव के साथ एक बैठक निर्धारित करने में मेरी मदद करें,schedule_meeting,clinc150
मुजीब भाई की बारहवीं बर्थडे पार्टी पर मार्क लगाओ,schedule_meeting,massive
आज 3 से 4 बजे तक मेरी कौन सी बैठकें हैं,schedule_meeting,clinc150
चौथे अप्रैल को दंत चिकित्सक के पास जाने के लिए एक अनुस्मारक जोड़ें,schedule_meeting,hwu64
प्रत्येक मंगलवार को मेरे कैलेंडर में कार्यक्रम रखें,schedule_meeting,massive
मुझे दिखाएँ कि एक बैठक कैसे निर्धारित की जाए,schedule_meeting,clinc150
क्या आप कृपया इस व्यक्ति के साथ मीटिंग शेड्यूल कर सकते हैं,schedule_meeting,massive
कृपया फीड करें कि मेरी पांच बजे मीटिंग है,schedule_meeting,massive
साप्ताहिक बैडमिंटन कक्षाएं कल से शुरू होंगी और एक मई को समाप्त होंगी,schedule_meeting,massive
कृपया शनिवार को मैरी के साथ रात का खाना मेरे कैलेंडर में जोड़ें,schedule_meeting,hwu64
बताएँ कि 17 मार्च के लिए मेरे कैलेंडर में क्या दिख रहा है,schedule_meeting,clinc150
घटना शुरू होने से पहले बैठक के लिए तैयार हो जाओ,schedule_meeting,massive
22 मार्च को जेक का जन्मदिन हटा दें,schedule_meeting,clinc150
मेरे कैलेंडर में प्रकाश मिश्रा और संजना के साथ जन्मदिन की पार्टी रखें,schedule_meeting,massive
मुझे तीन पैंतालीस बजे मेरी व्यावसायिक बैठक के बारे में याद दिलाएं।,schedule_meeting,massive
अगले मंगलवार को मेरी बैठक के बारे में एक अधिसूचना निर्धारित करें,schedule_meeting,massive
क्या आप मुझे एक दिन पहले मेरी अगली दंत चिकित्सक नियुक्ति की याद दिलाएंगे,schedule_meeting,massive
क्या आज 2 और 4 के बीच मेरी कई बैठकें हैं,schedule_meeting,clinc150
जॉन के जन्मदिन के लिए एक नया आयोजन बनाओ कैलेंडर में,schedule_meeting,massive
मुझे इस आगामी कार्यक्रम के लिए हवाई में होना है क्या आप इसे जोड़ सकते हैं,schedule_meeting,massive
कल दोपहर तीन बजे मेरी मीटिंग है मुझे याद दिलाना,schedule_meeting,massive
आज नौ पी.एम. पर नई फिल्म देखने के लिए मेरे रिमाइंडर में जोड़ें,schedule_meeting,massive
मुझे अपने कैलेंडर से एक कार्यक्रम को हटाने की जरूरत है,schedule_meeting,clinc150
मुझे एक महीने के बाद याद दिलाएँ,schedule_meeting,hwu64
मुझे इस समय याद दिलाएं,schedule_meeting,massive
कल के लिए मेरी अप्वाइंटमेंट को मेरे कैलेंडर पर न डालें,schedule_meeting,clinc150
आज मैंने कौन सी बैठकें निर्धारित की हैं,schedule_meeting,clinc150
अगले तीन दिनों के लिए ऑफिस मीटिंग रिमाइंडर सेट करें,schedule_meeting,massive
समय और स्थान पर व्यक्ति के साथ मेरा कार्यक्रम निर्धारित करें,schedule_meeting,massive
लौरा के साथ बैठक निर्धारित करें,schedule_meeting,hwu64
मेरे जन्मदिन के लिए अलर्ट करें,schedule_meeting,massive
मुझे रविवार को पार्टी के लिए किराने की ख़रीदारी की याद दिलाओ,schedule_meeting,massive
क्या 11-12 के बीच बैठक कक्ष उपलब्ध हैं,schedule_meeting,clinc150
मुझे हर महीने की पन्द्रहवीं तारीख को याद दिलाना,schedule_meeting,massive
मुझे बताएँ कि 12 मार्च के लिए मेरा कैलेंडर कैसा दिखता है,schedule_meeting,clinc150
अगले शुक्रवार के लिए समय निर्धारित करें,schedule_meeting,hwu64
मुझे सोलह मार्च की बैठक के बारे में याद दिलाएं,schedule_meeting,massive
मुझे अगले रविवार के लिए मेरा कैलेंडर दिखाएँ,schedule_meeting,clinc150
तीन बजे के लिए अनुस्मारक अधिसूचना सेट करें,schedule_meeting,hwu64
4 जून की तारीख को मेरे कैलेंडर पर खुला छोड़ दें,schedule_meeting,clinc150
कैलेंडर में नया कार्यक्रम जोड़ें और अन्ना के रूप में नाम दें,schedule_meeting,massive
क्या 15 अप्रैल के लिए मेरे कार्यक्रम में कुछ है,schedule_meeting,clinc150
क्या आप मुझे हर शुक्रवार रात अपने बच्चे के बास्केटबॉल अभ्यास में जाने के लिए रिमाइंडर सेट कर सकते हैं,schedule_meeting,massive
कृपया शुक्रवार को स्टीव के साथ दोपहर का भोजन हटा दें,schedule_meeting,clinc150
मैं हर दिन मज़ेदार काम करना चाहता हूँ कृपया एक अनुस्मारक सेट करें,schedule_meeting,massive
23 अप्रैल की तारीख के लिए मैंने क्या योजना बनाई है,schedule_meeting,clinc150
इस शुक्रवार के लिए मेरा कैलेंडर साफ़ करें,schedule_meeting,clinc150
जब मेरी सालगिरह हो तो मुझे सचेत करें,schedule_meeting,massive
होंगबिन के साथ एक बैठक निर्धारित करें,schedule_meeting,hwu64
सोमवार को शाम सात बजे एक दोहराए जाने वाला कार्यक्रम बनाएँ,schedule_meeting,hwu64
जब मेरा किराया बकाया हो तो मुझे सूचित करें,schedule_meeting,massive
कपड़े धोने का भार बदलने के लिए पंद्रह मिनट के लिए रिमाइंडर सेट करें,schedule_meeting,massive
अगले रविवार को मेरे कैलेंडर में क्या है,schedule_meeting,clinc150
पंद्रह के लिए मेरे डॉक्टर से मुलाकात जोड़ें,schedule_meeting,massive
दो दिन बाद याद दिलाना,schedule_meeting,massive
क्या आप मेरे कैलेंडर में अगले शुक्रवार के लिए एक कार्यक्रम जोड़ सकते हैं,schedule_meeting,massive
कल दो पी.एम. पर कैलेंडर जन्मदिन की पार्टी में जोड़ें अजय के लिए उसके घर पर,schedule_meeting,massive
दोस्त के साथ मुलाकात करें,schedule_meeting,hwu64
क्या मेरे कैलेंडर में शाना के बेबी शॉवर नामक कोई कार्यक्रम शामिल है,schedule_meeting,clinc150
क्या आज मुझे कोई मीटिंग करनी है,schedule_meeting,clinc150
मेरा कैलेंडर बारह जुलाई के राम जन्मदिन के साथ जोड़ा जाएगा,schedule_meeting,massive
स्टीव के साथ मेरी मुलाकात कितने बजे है,schedule_meeting,clinc150
क्या आप गुरुवार को साक्षात्कार के लिए एक बैठक कक्ष निर्धारित कर सकते हैं,schedule_meeting,clinc150
मुझे एक बैठक निर्धारित करनी है,schedule_meeting,clinc150
मुझे दो बजे मेरी मुलाकात के बारे में याद दिलाएं,schedule_meeting,massive
प्रत्येक रविवार के लिए एक पुनरावर्ती किराने की दुकान यात्रा सेट करें,schedule_meeting,massive
इस शनिवार के लिए मथुरा शहर में एक पार्टी जोड़ें,schedule_meeting,massive
मेरे लिए अगले शनिवार को पुस्तकालय में पाँच बजे अपॉइंटमेंट लें और एक रिमाइंडर सेट करें,schedule_meeting,massive
क्या आज मेरे कार्यक्रम में रूथ के साथ एक बैठक है,schedule_meeting,clinc150
कैलेंडर में दोहराई जाने वाली घटना सेट करना,schedule_meeting,massive
रवैया,schedule_meeting,massive
पच्चीस दिसंबर दो हज़ार सत्रह क्रिसमस का आयोजन सेट करो और इसे रिपीट रिमाइंडर में सेट करो,schedule_meeting,massive
हर बुधवार पांच पी.एम. पर मुझे राम से मिलने के लिए याद दिलाएं,schedule_meeting,massive
मेरे कैलेंडर को आज अनुपलब्ध के रूप में चिह्नित करें,schedule_meeting,massive
अगले सप्ताह परिवार के साथ नया साल जोड़ें,schedule_meeting,hwu64
मेरी आज दो पी.एम. तक एक बैठक है कृपया मुझे याद दिलाएं,schedule_meeting,massive
मैं जानना चाहता हूँ कि क्या सुबह 9 बजे से 11:00 बजे के बीच बैठक कक्ष उपलब्ध हैं,schedule_meeting,clinc150
मेरे कैलेंडर पर कल के लिए मुलाकात का समय लिखें,schedule_meeting,clinc150
क्या आप mcdonalds में सोमवार का कार्यक्रम छह बजे सेट कर सकते हैं,schedule_meeting,massive
23 फरवरी को राहुल मेरे साथ भारतीय क्रिकेट मैच में आएगा।,schedule_meeting,hwu64
अगले शुक्रवार को पति के साथ डेट नाइट के लिए रिमाइंडर सेट करें,schedule_meeting,massive
श्री अजित यादव के साथ मेरी बैठक का समय निर्धारित करें कल दोपहर बाद एक पी. एम. पर दोपहर के भोजन के बाद,schedule_meeting,massive
3 मई के लिए मेरे कार्यक्रम में क्या है,schedule_meeting,clinc150
मेरे पंचांग पर अंकित करें,schedule_meeting,massive
क्या मुझे आज किसी बैठक में जाना है,schedule_meeting,clinc150
शुक्रवार दोपहर दो बजे मेरी चिकित्सक के साथ मुलाकात निर्धारित करें,schedule_meeting,massive
मेरी नियुक्ति के दिन ग्यारह मार्च को मुझे सूचित करें,schedule_meeting,massive
मेरे कैलेंडर में एक बैठक कार्यक्रम बनाएँ,schedule_meeting,hwu64
मुझे अपने छोटे समूह को यह बताना है कि स्थान बदल गया है,schedule_meeting,massive
क्या मेरे कैलेंडर पर एनिवर्सरी डिनर नामक कोई कार्यक्रम है,schedule_meeting,clinc150
सात मार्च को ब्रेबोर्न स्टेडियम में घुड़दौड़ से एक दिन पहले मुझे सूचित करें,schedule_meeting,massive
मंगलवार को मोहन के साथ बैठक निर्धारित करें,schedule_meeting,massive
कैलेंडर कार्यक्रम में लोगों को आमंत्रित करें,schedule_meeting,hwu64
रविवार को माँ और पिताजी के साथ चर्च,schedule_meeting,massive
क्या मेरी आज 1 से 4 बजे तक बैठकें हैं,schedule_meeting,clinc150
मुझे पाँच पी. एम. पर मेरी बैठक की ध्यान दिलाना,schedule_meeting,massive
जन्मदिन के लिए मेरा कैलेंडर खोजें,schedule_meeting,clinc150
मेरी सुबह दस बजे की ऑफिस में रवि के साथ बिज़नेस मीटिंग को जोड़ो,schedule_meeting,massive
कल के लिए मेरे कार्यक्रम में क्या है,schedule_meeting,clinc150
अगली बार जब मैं दुकान में हो तो मुझे हैम खरीदने के लिए याद दिलाएं,schedule_meeting,massive
मुझे याद दिलाएं अगर मुझे मेरी शाम की सैर की दिनचर्या याद आती है,schedule_meeting,massive
आज दस ऐ.एम. पर नाश्ता शेड्यूल करें और कृपया अंशिका और अनामिका को आमंत्रित करें,schedule_meeting,massive
मैं जानना चाहता हूँ कि पहले शुक्रवार के लिए मेरे कैलेंडर में वर्तमान में क्या है,schedule_meeting,clinc150
28 फरवरी को दोपहर 12 बजे के लिए मेरे लिए एक बैठक कक्ष बुक करें,schedule_meeting,clinc150
इस शुक्रवार को डॉक्टर की अपॉइंटमेंट शेड्यूल करो,schedule_meeting,massive
कल सुबह दस बजे मेरी एक बैठक है कृपया मुझे याद दिलाएँ,schedule_meeting,hwu64
मैं चाहता हूं कि आप इस आयोजन को अपने कैलेंडर में शामिल करें,schedule_meeting,massive
मुझे अब से हर दो दिन में कॉलेज का आवेदन पत्र भरने के लिए याद दिलाएं,schedule_meeting,massive
मुझे पता होना चाहिए कि पहले शुक्रवार के लिए मेरे कैलेंडर में वर्तमान में क्या है,schedule_meeting,clinc150
मुझे वह ईमेल बाद में भेजने के लिए याद दिलाएं,schedule_meeting,massive
गुरुवार को दोपहर के भोजन के लिए लौरा के साथ दोपहर का भोजन जोड़ें,schedule_meeting,massive
मुझे 1 मई के लिए मेरे कैलेंडर पर सब कुछ बताएं,schedule_meeting,clinc150
जन्मदिन की बधाई,schedule_meeting,massive
"आज मेरे कैलेंडर में क्या है, तीसरा",schedule_meeting,clinc150
इस तारीख को वार्षिक रूप से दोहराने के लिए एक कैलेंडर कार्यक्रम निर्धारित करें,schedule_meeting,hwu64
मुझे मिलने के बारे में याद दिलाएं,schedule_meeting,massive
मुझे मत भूलना मुझे सत्ताईस मार्च को दोपहर के लिए एक रिमाइंडर चाहिए,schedule_meeting,massive
olly मुझे कैलेंडर पर अगले हफ्ते के दोपहर के भोजन की जरूरत है,schedule_meeting,massive
क्या तुम चेक करोगे कि गुरुवार दोपहर मैं फ्री हूँ अगर हूँ तो एक रिमाइंडर लगाओ फ़ूड फेस्टिवल का,schedule_meeting,massive
श्रीमान राहुल के साथ एक बैठक निर्धारित करें गुरुवार को दोपहर दो बजे,schedule_meeting,massive
रिंगर वॉल्यूम को एक प्रतिशत तक बढ़ाने के लिए अपने खोए हुए एंड्रॉइड फोन को टेक्स्ट करें,schedule_meeting,massive
होली के मेरे कार्यक्रम के लिए अनुस्मारक को दोहराएं,schedule_meeting,massive
